7624	5096	18296		-71	47	-83		-4669	2	20159
10392	12992	21328		-9	-5	-67		-20864	-24761	32767
-6656	-5336	14720		105	-13	-77		7932	10169	16497
-6872	-6560	14352		116	6	-80		1189	-348	4560
-3120	-7312	14648		136	8	-84		-2747	-4093	6293
-928	-8176	14616		142	-2	-86		2092	-2610	2090
-4032	-7832	14920		135	19	-83		903	-2262	2304
-2608	-9216	15576		139	13	-85		2922	-1444	-1934
-344	-4608	15776		133	17	-75		2015	-1557	2579
-1904	-5344	15832		135	13	-85		4829	-2543	18026
-6288	-4232	15696		148	46	-66		7411	-2943	19724
-2632	472	16168		142	74	-56		13472	-6105	32767
3368	5856	16408		116	108	-46		12123	-6032	32767
3816	6080	16384		81	115	-35		15187	973	7165
4360	8632	13504		48	114	-38		12563	1782	2742
2816	13008	12040		15	113	-37		17433	4188	5525
6776	12144	10696		-14	100	-46		8787	1876	4155
6224	13272	10352		-22	104	-54		5481	5669	7317
856	15448	7952		-58	114	-72		21078	18106	14067
11840	7992	6848		-72	114	-86		4334	6247	796
7064	7752	4936		-80	136	-102		18844	6661	-2076
15496	18120	8104		-85	155	-141		-4781	353	-7566
9736	20552	4160		-74	170	-156		10011	2856	-5785
-1296	13296	560		-65	185	-178		458	11635	-8637
3288	-184	1576		-52	196	-172		-7041	14877	-4164
-4456	17712	192		-58	202	-190		3271	21499	3817
-9192	20048	3872		-39	208	-206		4272	6804	-5717
-3624	7912	3936		-40	214	-212		-6338	6872	1238
-6920	17960	2528		-31	213	-229		12459	5150	-1798
-9664	18672	2272		-13	209	-239		6461	3554	-1463
-4760	11832	-2128		-14	204	-260		9137	12651	3389
-13824	8384	-5184		-12	190	-286		-1492	4787	4168
-5360	21088	-9208		19	177	-305		11840	-1947	3905
288	9280	-11352		10	176	-302		13029	-4417	6246
19048	6864	-7968		0	180	-292		-12398	7639	-26506
-9456	-2824	-9048		5	181	-305		-737	9910	4706
-1304	14632	-12192		22	166	-320		-23919	8357	-14697
-10784	8768	-8104		17	162	-324		-3749	21891	13552
12304	13520	-10744		17	143	-319		-3386	16405	3480
-1536	12232	-6616		-8	136	-328		-8584	2140	-4581
1896	10408	-4928		-25	115	-325		-3830	-960	-661
-1776	16264	-5344		-24	112	-326		-15248	11087	-595
-3088	11776	-2576		-51	105	-315		-19019	-11667	-25377
-9296	18248	1920		-54	134	-304		-7795	11038	-7382
-12224	14176	648		-68	116	-296		-13539	12674	-17122
-14512	7768	1904		-71	153	-265		-20722	4399	-27866
-9976	-4976	832		-60	190	-256		-7864	-5475	-3905
-416	11328	8184		-56	188	-266		6786	-7678	19085
-10696	1288	-1784		-47	199	-255		-24630	-1616	-28086
-12296	-8168	4464		5	229	-221		-19547	-6036	-19671
-12072	-12224	-160		6	240	-202		329	5718	-863
-10936	-7504	1680		39	247	-207		-10558	-1544	-6494
-9128	-13488	72		47	249	-211		-24629	-5674	-12092
-13360	-11240	-1048		76	250	-196		-9421	-5305	-13721
-6256	-12224	-336		113	235	-183		-5761	-10707	-18869
-2696	-17936	552		147	203	-173		-1031	-4416	-12691
2512	-22424	56		176	176	-142		2029	1613	-10008
880	-15368	1896		189	139	-137		5928	-4716	-10618
7712	-13632	3208		187	113	-117		4154	-4917	-13977
8488	-17448	3160		183	91	-109		-963	-2150	-12640
17048	-16184	5504		170	80	-90		4886	388	-12593
13624	-10032	9224		124	78	-52		-1821	2261	-12505
5384	-5576	13616		90	98	-30		11760	9879	-9429
408	8856	14280		44	138	-42		23595	24074	-8874
-800	14408	12968		9	173	-79		4070	12753	-14928
-1576	10864	13864		26	208	-100		-4529	10230	-12725
-4096	3056	13784		52	216	-110		-9175	5825	-7364
-5000	-760	13512		81	221	-121		-10935	6025	-6558
-8696	-2760	13112		105	229	-151		-12850	4227	-3642
-7488	-7256	12128		108	234	-166		-14676	426	2074
-11024	-4704	13032		107	239	-175		-5438	-912	6428
-10448	-3584	13096		95	243	-177		-2769	678	4621
-11368	1208	12968		92	246	-178		-17710	-9404	5162
-10280	-7584	12160		91	243	-157		-14662	-8805	2546
-3448	-14440	10144		103	229	-131		-11904	-16230	-4877
-1408	-16256	10584		117	193	-103		3258	-12596	-10249
648	-9632	11720		126	164	-70		6405	-13538	-19493
4432	-1592	12976		111	141	-51		30676	11667	-14785
12864	1208	9880		50	159	-43		32767	13670	4177
-3976	9584	8032		-6	194	-90		25642	15998	541
280	12696	9304		-20	204	-128		4812	11065	2996
-11936	25088	3480		-56	204	-180		20923	20786	13937
-12608	2864	-2360		-61	187	-217		10585	-2336	-6616
-3584	16904	-944		-54	188	-244		-24775	-6589	-4298
-4080	19552	3232		-56	198	-242		-25566	13053	1250
-2312	17440	3952		-54	186	-242		13332	12542	3784
1616	17792	-336		-51	181	-269		8618	9472	4551
-568	12672	-1704		-55	169	-291		5260	2879	3354
-2680	18640	-2008		-55	149	-307		6136	4301	3515
616	18888	-3824		-48	154	-298		16065	8534	5846
6256	13336	-6656		-30	134	-316		4268	17963	3369
1944	17104	-3888		-32	114	-328		2857	6780	6906
4344	11816	-5384		-25	105	-335		9190	1519	5703
3040	9768	-9568		-4	120	-326		15216	-6914	3993
6976	10840	-11504		27	123	-333		6331	-1456	6919
3352	12696	-10200		41	123	-341		4385	3134	4522
8688	3448	-13464		46	112	-342		5392	6727	2356
10600	2600	-13296		59	113	-333		5419	964	10684
8368	4448	-13464		76	104	-330		15538	2484	6108
9752	-2240	-13776		89	103	-325		19402	400	8580
8472	-3200	-14504		116	114	-308		17218	-1441	2974
6944	-4608	-12664		128	122	-298		14389	-3910	5544
3968	-4960	-14288		138	132	-276		302	-10722	2137
1408	-8208	-14560		134	158	-276		-5394	-13387	5971
4496	-7368	-14680		110	172	-272		-13320	-3693	10255
-3616	-5072	-15952		91	181	-277		-11948	-545	2870
1632	-1224	-15304		70	178	-278		-18221	3600	5167
-464	1552	-16368		37	175	-287		-12788	16794	3368
4776	1512	-15600		36	162	-316		-11051	9804	3103
7576	3904	-17056		23	151	-317		-3056	6553	3350
8392	5664	-15680		8	160	-334		-6629	12995	3127
12368	3104	-13864		-12	124	-330		-6588	9053	2967
13184	2008	-11000		-1	99	-335		1769	11282	1143
9400	7672	-7400		14	56	-340		10141	13247	1061
12280	9432	-5600		26	34	-340		1562	4648	-111
20968	-3384	-6424		29	15	-335		1869	2285	-409
19680	3424	-3408		55	5	-327		14696	9809	-3820
23208	3472	-2744		70	-12	-318		6328	-7452	-2983
19880	4864	-3344		77	-9	-319		-13084	-6202	488
16448	1568	-7504		48	-2	-324		-32768	-8670	-12885
13864	21808	-6968		-37	45	-325		-17751	-13213	-28764
-2048	20280	-2944		-64	90	-316		6395	-18308	-10836
8752	16360	-5960		-61	159	-291		-4911	-16998	-10401
-112	15528	-5736		-51	181	-271		13224	-10354	-3657
416	15352	-8088		-36	178	-264		4194	-6762	-2585
304	10376	-9392		-31	185	-261		3108	-12154	-2665
-5240	8960	-9544		-20	190	-256		3180	-8392	-3178
-5336	10184	-11064		-5	201	-256		6274	-5823	-3213
-3352	10888	-10096		7	199	-257		7017	-7167	-5692
-4000	2728	-12848		12	206	-254		12137	454	1615
-9104	7552	-11744		14	207	-263		9030	-1185	1488
-4720	-3048	-14464		11	209	-249		10132	-2475	8220
-6272	616	-13448		14	220	-250		11045	739	-2876
-1528	-9040	-20304		35	209	-261		21170	-723	-5976
-5768	-8080	-15936		43	207	-263		17100	8779	1506
-6168	3056	-2448		63	203	-265		6538	6124	-8294
-8368	-4720	-14792		70	206	-266		2706	2032	2349
-5072	-3408	-12856		79	201	-269		488	1478	-1389
-6936	-1184	-11496		80	198	-273		-6433	-1823	4029
-5160	-15816	-14040		64	214	-270		1953	-1751	12755
-13088	-10088	-14488		33	223	-267		4319	-2352	18764
7968	160	-9600		10	207	-263		-10389	9130	2066
-12152	-13952	-18672		-5	201	-271		-3149	1909	-1905
-6384	-26224	-20896		-22	204	-262		28421	17693	7566
-15288	-2552	-12984		-19	197	-279		24316	11975	16612
-13320	-3224	-11584		-20	174	-292		10622	-868	11611
-10776	-7336	-10752		-20	176	-302		4119	-10399	15480
-11376	-2640	-6840		-41	173	-301		10481	-7556	25194
-17496	1304	-7144		-45	161	-291		9381	-10654	16107
-13760	-1232	-7224		-45	163	-291		9312	-12584	3498
-16984	776	-2736		-50	170	-294		8037	-23083	32767
-8144	6944	1624		-78	154	-272		4146	-20628	19298
8360	9984	9216		-99	123	-251		-5917	-27886	16750
10344	16536	13144		-112	90	-236		324	3352	13631
7128	11904	11552		-116	66	-218		-15417	14413	18336
2016	18168	8824		-88	6	-198		12597	16935	25597
6552	11960	5872		-64	-30	-218		17420	7745	13604
3608	17400	3352		-60	-28	-226		31802	11176	-4744
9016	10912	-80		-53	5	-273		6477	-11716	-16259
-1184	17296	-2328		-50	40	-300		12325	-3461	-15531
-8968	15432	-4400		-55	73	-306		57	-3048	-15485
-9872	13896	-3184		-48	96	-314		11526	-16455	-6870
-11176	15840	-2960		-45	141	-311		3809	-32768	1013
-800	10160	2632		-57	171	-259		-32580	-31036	8841
2944	5808	7464		-99	161	-219		-32449	-15375	23376
4080	9824	12376		-113	95	-147		-32063	-4299	30264
8200	-1896	14800		-49	23	-81		-24032	1534	32109
-24	-9392	13576		-3	9	-55		-15503	-2819	9293
936	-2920	16688		16	18	-50		-6214	-1289	3440
-1064	-1696	16272		15	15	-53		1924	6348	14054
-1808	-2464	16312		33	17	-47		3927	2834	7575
-4344	-712	17008		46	16	-44		472	-427	23725
-2568	-536	17032		83	19	-55		-1655	-3113	32767
-376	-1976	16808		117	57	-55		-1685	-3075	32767
-3608	3376	16776		113	131	-47		6081	-5854	32767
-1016	9192	16376		91	127	-39		12418	-617	3417
2952	13760	13696		53	123	-39		11611	-1933	15425
3032	12952	9632		-10	142	-56		9107	4680	-7657
-1280	19912	3200		-62	178	-114		19844	13158	3355
-616	16304	-2808		-96	156	-166		13397	-2393	7340
-2896	14240	-7000		-91	159	-223		18688	-3330	-22416
-6440	13800	-6016		-73	155	-245		10047	-7982	11898
-2944	23464	-8672		-67	135	-231		-1215	-14868	5819
2584	13960	-8136		-105	115	-199		-28070	-10792	6808
1480	23080	-568		-106	90	-120		-21177	4974	13018
2504	21960	3712		-63	87	-71		-22214	-1020	-1239
5304	17104	10216		-24	100	-52		-1436	9489	-8235
1528	9024	1872		-34	112	-64		15676	21041	-13485
-3424	22488	2048		-60	164	-112		-12521	-176	20780
-1104	21592	1800		-87	165	-135		14775	8033	-3547
-4424	18600	-4680		-94	162	-192		15748	16298	-4111
-13920	21584	-14112		-39	157	-253		32767	21533	17514
7040	1864	-7568		-31	169	-255		4462	21832	-15222
1632	17408	-11552		38	182	-282		-12122	-6477	-5578
-2920	17336	-17872		65	203	-287		-234	-5633	-6883
-96	20208	-2272		68	194	-300		206	-5504	-10615
-976	11256	-16000		64	202	-310		19983	10180	4569
-2984	4536	-15208		71	177	-309		10202	-3790	1404
6632	-7656	-16576		70	184	-304		77	-6164	-4653
-3912	400	-14488		82	170	-294		5601	-6302	-1397
-7416	200	-12360		64	174	-274		5617	-6004	71
-1760	4288	-13816		83	159	-259		-10265	-11510	8656
3984	-5552	-22960		11	127	-273		-32768	-11981	2768
2576	5984	-15160		35	119	-153		1452	16053	1745
10672	3784	-19368		31	235	-249		10124	25909	3350
10536	-9744	-18280		61	141	-331		13264	4810	2231
10360	1600	-13720		97	109	-319		11709	-2444	6735
5360	-8504	-11792		106	118	-310		-6888	-3834	-1269
-5864	-24872	-20328		105	123	-311		6666	-16926	-17270
9160	-5824	-11696		114	132	-300		-6579	-8840	469
4968	-10968	-14872		126	140	-296		10117	-2684	15501
1488	-10024	-9608		128	166	-282		5822	-8780	10314
392	-11048	-11664		121	177	-267		9104	-3729	4173
-23696	-776	-32768		131	195	-243		-876	-9373	17370
-248	-14904	-8000		123	207	-235		25840	14814	4106
-2872	-12080	-1296		111	217	-241		12875	15280	14991
-8200	-12552	-7704		92	224	-272		-531	8723	8616
-7320	-19008	-7624		68	212	-286		-2416	7158	5296
-8168	-17528	-8376		69	203	-297		5611	11954	9576
-24712	-2224	-2288		70	202	-310		2683	-6805	7552
-15952	-9352	688		88	208	-294		23454	-3266	6520
-8160	-13720	2608		113	225	-251		28709	4693	-11982
-10392	-9480	9488		126	232	-188		19740	-6001	-2228
-8000	-8840	12328		120	222	-148		10029	-18215	8536
6152	1664	13776		57	195	-75		8075	-31697	32521
-14784	920	13096		17	107	-35		-32768	-32768	32767
-19008	-16280	4112		147	61	-71		25052	11876	24691
-6144	-9080	5112		166	98	-88		1922	3150	16699
-5288	-19960	40		200	104	-116		-16203	-8860	7887
-7472	-14432	512		194	106	-142		-12616	-7826	-134
-10952	-13904	-536		200	112	-158		-8750	-14150	15725
-16464	-3216	3712		182	170	-142		-4509	-16465	32767
-17248	6816	6208		102	222	-130		-4917	-12953	32767
-5672	15088	8152		5	209	-107		-7964	-10186	32767
2920	20264	10240		-37	171	-105		-1368	8910	25879
3912	16256	11968		-48	174	-98		-11047	15818	24525
-5560	8224	13464		-55	183	-117		-5413	24839	11124
-5664	10336	14504		-65	190	-158		1656	21284	10707
-16888	15120	11648		-67	207	-191		-2552	19903	-3268
-15880	456	9184		-68	198	-198		-20274	6062	3446
-8288	2280	7832		-67	203	-215		19682	20247	2149
